survey_year,survey_wave,scenario,geography_level,group_a_code,group_a,group_b_code,group_b,contrast,indoor_exposure_share_difference_a_minus_b,indoor_rate_difference_a_minus_b,outdoor_rate_difference_a_minus_b,borough_id,borough_name,borough_code
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.303368070871058,0.16494602522919383,0.13512159229073653,78.0,Ealing,E09000009
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18936536269064674,0.0975908374620362,0.11131476203727106,78.0,Ealing,E09000009
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11400270818041125,0.06735518776715763,0.02380683025346548,78.0,Ealing,E09000009
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.22580685796610633,0.1561286241147633,0.13391669047148422,91.0,Enfield,E09000010
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.20815136667635936,0.08712491307653418,0.11055003595781605,91.0,Enfield,E09000010
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.017655491289746972,0.06900371103822914,0.023366654513668157,91.0,Enfield,E09000010
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.21973019307180175,0.16316330872268978,0.12995380700115727,107.0,Greenwich,E09000011
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2158489514217724,0.0896335027961242,0.10838463738655964,107.0,Greenwich,E09000011
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.0038812416500293434,0.07352980592656558,0.021569169614597646,107.0,Greenwich,E09000011
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.20580465312522578,0.19762388496240682,0.14951330142808017,109.0,Hackney,E09000012
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19938422599998884,0.11665835988653224,0.12518430557965673,109.0,Hackney,E09000012
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.006420427125236938,0.0809655250758746,0.024328995848423435,109.0,Hackney,E09000012
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30947852024339206,0.19728701488390496,0.14990651002889158,112.0,Hammersmith and Fulham,E09000013
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1731551690152846,0.12812626984732312,0.12575202157730686,112.0,Hammersmith and Fulham,E09000013
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13632335122810746,0.06916074503658184,0.024154488451584726,112.0,Hammersmith and Fulham,E09000013
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2077994189976745,0.2083329149663149,0.1439622314441476,114.0,Haringey,E09000014
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.16865725381435148,0.1302752555601238,0.11932920154246046,114.0,Haringey,E09000014
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.03914216518332303,0.07805765940619112,0.024633029901687146,114.0,Haringey,E09000014
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2657676999281998,0.16588456962626488,0.13132255103683774,117.0,Harrow,E09000015
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18878158076188178,0.09261173188797599,0.10650478528774505,117.0,Harrow,E09000015
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07698611916631803,0.0732728377382889,0.024817765749092686,117.0,Harrow,E09000015
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.25246392734248524,0.162390956238767,0.12164537222607903,122.0,Havering,E09000016
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.20371522499220052,0.09106547912372998,0.10103393114386076,122.0,Havering,E09000016
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04874870235028472,0.07132547711503703,0.020611441082218268,122.0,Havering,E09000016
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.1881861253283581,0.15527327295091167,0.11356310499171698,126.0,Hillingdon,E09000017
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.23429280615441694,0.08194151125294599,0.09666757113325664,126.0,Hillingdon,E09000017
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.04610668082605884,0.0733317616979657,0.01689553385846035,126.0,Hillingdon,E09000017
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2808228181110727,0.15627398448016008,0.1217479760297812,129.0,Hounslow,E09000018
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2224088534892672,0.08294849706462158,0.10162596673300706,129.0,Hounslow,E09000018
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.05841396462180548,0.07332548741553852,0.02012200929677415,129.0,Hounslow,E09000018
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2586401041616003,0.20714769976704273,0.16069640734374788,135.0,Islington,E09000019
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19915832332376682,0.13539848830909765,0.13832853933445796,135.0,Islington,E09000019
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.05948178083783351,0.07174921145794508,0.022367868009289932,135.0,Islington,E09000019
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.20409654909685826,0.19679725280927735,0.14954597483668858,136.0,Kensington and Chelsea,E09000020
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2239231626239767,0.11918546766750018,0.12922951451587406,136.0,Kensington and Chelsea,E09000020
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.019826613527118453,0.07761178514177716,0.020316460320814526,136.0,Kensington and Chelsea,E09000020
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.35616132911215226,0.1572738147301387,0.13618324350316519,139.0,Kingston upon Thames,E09000021
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.23403805967687874,0.0838746411947212,0.11424945770509608,139.0,Kingston upon Thames,E09000021
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12212326943527352,0.07339917353541751,0.021933785798069108,139.0,Kingston upon Thames,E09000021
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.25739243056117145,0.19463647480257507,0.14478507977758112,142.0,Lambeth,E09000022
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18539476853944714,0.12989760931529237,0.12420387521674499,142.0,Lambeth,E09000022
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.0719976620217243,0.0647388654872827,0.02058120456083612,142.0,Lambeth,E09000022
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.22902548029864123,0.20928534324566983,0.15625728786728815,147.0,Lewisham,E09000023
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19303772357557614,0.13413273603853032,0.13326319131245376,147.0,Lewisham,E09000023
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.03598775672306509,0.07515260720713951,0.022994096554834396,147.0,Lewisham,E09000023
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3096105547706678,0.1782510174952564,0.14530169176344807,160.0,Merton,E09000024
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2353361803228161,0.10804049148153708,0.1262233495264161,160.0,Merton,E09000024
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07427437444785168,0.07021052601371933,0.019078342237031972,160.0,Merton,E09000024
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2737173264011735,0.18927690658697588,0.13984108887497754,171.0,Newham,E09000025
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1646686499660034,0.12163638440900408,0.11601066017371972,171.0,Newham,E09000025
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10904867643517013,0.0676405221779718,0.023830428701257827,171.0,Newham,E09000025
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31509498401409586,0.164632461341259,0.135971996402335,196.0,Redbridge,E09000026
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.21812451858481063,0.08958918051391461,0.11302785490287613,196.0,Redbridge,E09000026
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09697046542928522,0.07504328082734438,0.022944141499458892,196.0,Redbridge,E09000026
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3007425277346778,0.16365210384616635,0.12944936129499163,201.0,Richmond upon Thames,E09000027
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2188662785799056,0.09756391046481583,0.11050762435796793,201.0,Richmond upon Thames,E09000027
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08187624915477221,0.06608819338135052,0.01894173693702371,201.0,Richmond upon Thames,E09000027
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.26110106640536523,0.19267820313674988,0.1449436823109987,241.0,Southwark,E09000028
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.22860437062475714,0.11505220147870025,0.12547079403210257,241.0,Southwark,E09000028
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.0324966957806081,0.07762600165804964,0.01947288827889614,241.0,Southwark,E09000028
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3151001635682025,0.15668886251364386,0.13113745041337782,255.0,Sutton,E09000029
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2434417442328689,0.08222131515731364,0.11109727039320283,255.0,Sutton,E09000029
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07165841933533357,0.07446754735633022,0.020040180020174995,255.0,Sutton,E09000029
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.24875834341854597,0.20391830815371137,0.14639636831169212,272.0,Tower Hamlets,E09000030
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.20679017297963354,0.12423351288767964,0.1250963134359463,272.0,Tower Hamlets,E09000030
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04196817043891243,0.07968479526603174,0.02130005487574582,272.0,Tower Hamlets,E09000030
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31506531165801044,0.1569461484884714,0.13415258393261206,279.0,Waltham Forest,E09000031
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.23119524953739456,0.08508377958551375,0.11274349777833609,279.0,Waltham Forest,E09000031
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08387006212061587,0.07186236890295766,0.021409086154275978,279.0,Waltham Forest,E09000031
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.32789957725926133,0.2063820652843895,0.1495210988120809,280.0,Wandsworth,E09000032
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17938796329376627,0.1321444268138646,0.12594399914116367,280.0,Wandsworth,E09000032
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.14851161396549506,0.07423763847052489,0.023577099670917232,280.0,Wandsworth,E09000032
2023,2023/24,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.25236200855395896,0.1954701195267194,0.14749498897615607,293.0,Westminster,E09000033
2023,2023/24,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2108972080353354,0.12426077951865923,0.12752518449617334,293.0,Westminster,E09000033
2023,2023/24,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04146480051862356,0.07120934000806016,0.019969804479982707,293.0,Westminster,E09000033
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.21525201154779317,0.1577350814829814,0.12157392814171478,8.0,Barking and Dagenham,E09000002
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1930978065643124,0.08883063558486629,0.09961786326617714,8.0,Barking and Dagenham,E09000002
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.022154204983480752,0.06890444589811513,0.021956064875537654,8.0,Barking and Dagenham,E09000002
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.23454606071298567,0.16022579101395681,0.12428086341621052,9.0,Barnet,E09000003
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19121604426609395,0.0909426662566153,0.10174195294155619,9.0,Barnet,E09000003
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04333001644689172,0.06928312475734152,0.02253891047465432,9.0,Barnet,E09000003
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28886553336518517,0.1556151615833918,0.11866821040965177,17.0,Bexley,E09000004
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.20036252566190016,0.08564251339632278,0.09750104183515199,17.0,Bexley,E09000004
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08850300770328501,0.06997264818706903,0.02116716857449979,17.0,Bexley,E09000004
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28400136064474724,0.15797866544330308,0.12065266390809337,30.0,Brent,E09000005
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19654183472255826,0.08794200652556652,0.098965014265752,30.0,Brent,E09000005
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08745952592218897,0.07003665891773654,0.02168764964234138,30.0,Brent,E09000005
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.23749921145937525,0.15890060935503747,0.12454684877091454,35.0,Bromley,E09000006
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19838125817850993,0.08958184103028005,0.10256058792128175,35.0,Bromley,E09000006
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.039117953280865314,0.0693187683247574,0.0219862608496328,35.0,Bromley,E09000006
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28256080240709847,0.18730139717020805,0.13777700071981858,44.0,Camden,E09000007
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1878771288199783,0.11633859131936473,0.11585185390844124,44.0,Camden,E09000007
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09468367358712015,0.0709628058508433,0.021925146811377336,44.0,Camden,E09000007
